,0.psd_delta,0.psd_theta,0.psd_alpha,0.psd_beta,0.psd_gamma,0.spectral_entropy_value,0.delta_rel_power,0.beta_rel_power,1.psd_delta,1.psd_theta,1.psd_alpha,1.psd_beta,1.spectral_entropy_value,1.delta_rel_power,1.theta_rel_power,1.alpha_rel_power,1.beta_rel_power,2.psd_delta,2.psd_theta,2.psd_alpha,2.psd_beta,2.psd_gamma,2.spectral_entropy_value,2.delta_rel_power
1800,40365.11824256128,27903.882024918777,35232.15231630324,10883.413846079036,2444.8805052397083,4.638762545090279,0.1354394177772653,0.3594925754336466,41831.75017853552,24737.000443053614,39087.96855156807,12192.536482135023,4.855647509724734,0.1542495505281346,0.0534875536084975,0.2385712554802099,0.4015209669997567,32788.16069112737,20759.37446832005,33506.28901811525,11303.921860322367,3327.6132572432016,4.9991958213162455,0.1215658693418267
1801,28781.511671213146,12155.900572444118,24642.74837828302,15491.728683605344,1976.0174269239924,4.711911692716606,0.1959578500584446,0.542232406867087,44527.57596537191,19024.6181481288,23985.820780763646,16006.232689837769,4.52543019715489,0.313197852361218,0.0433771066170685,0.0432098247367528,0.5070896853335529,35670.51854801046,17008.313316792395,22000.291736892304,12420.585231555024,1779.8985264120656,4.38031822595698,0.3223148764244324
1802,56634.67174691049,26247.24681743862,48943.6469612834,11114.4834864956,2486.9890856341885,4.442762299397124,0.2830538011100739,0.336086454889779,52323.81467464871,26016.950250878766,49964.20208436598,12483.002700208755,4.569119482155768,0.2830400059575471,0.1008289872838003,0.1867703586211531,0.3469613728631649,38811.73167903439,19696.48021672873,38184.47233625652,9692.345551529796,2602.149972443546,4.604827661058367,0.2799753462707902
1803,39509.60802680619,25266.120844699228,13760.062647066676,12781.37970156734,1937.128066704799,4.38195930045757,0.2174889219331355,0.4875909911217121,39056.53105755881,20686.062048974647,15089.520341869747,13534.421334421377,4.614102946882014,0.1332427790142873,0.1669036633201979,0.0799704048085709,0.5556447061843989,31167.06549670068,14086.28423016956,13686.693944132909,11440.540197434251,1536.4122742635814,4.731820160007049,0.1344919443726201
1804,38197.72674680832,16868.382464613922,23590.715338355545,8014.618766143679,1491.3345463148485,4.387384401860994,0.3864109952967235,0.3225148504762485,41956.01794230799,15222.96101181166,21959.319099557,11471.394399931709,4.537572498457473,0.3267202292766998,0.1152450841274477,0.126389117945723,0.3959954468541651,31696.55222828748,9819.926955028574,14683.085754573369,9630.904590910812,2434.108944614152,4.639400327510053,0.283368701499806
1805,58501.12351824921,18046.30207777748,24053.91622522786,13551.677352836969,2888.9515354716286,4.453566515834443,0.3125478762986174,0.2222012210218724,71309.63027725872,27161.528452637063,14889.360706357693,14504.625044842358,4.626851759447815,0.2967308842907103,0.1593267853779284,0.0637344086960587,0.2665922894082804,54468.12197504775,22174.767971228168,10069.539604472904,12354.758556147834,3212.14535291387,4.7329928901744855,0.2732520420870524
1806,28980.2851995318,19054.7011692054,26451.20959592656,11312.293360471936,1563.6930018489124,4.763954031062847,0.1792721677239672,0.2996703557741274,41336.628466207534,29123.670539398816,28467.29232654044,12684.841319514871,4.603629864291869,0.1601876580654342,0.2505874059914497,0.1772914247571352,0.3069019151492929,35426.19689684517,21349.05150750654,22262.75642590336,10103.941387442714,1982.2929234629023,4.665390789659984,0.170224769336438
1807,12053.793670291134,32401.569034874927,14981.233508299243,11129.437656796492,2935.0180352047346,4.800137176388322,0.0612140909438056,0.375444372744117,25768.97032603457,28047.209207007305,12273.8944439904,12520.04512322395,4.836528838489538,0.1054575045655278,0.2061567501207846,0.1421502074695276,0.4473276429107325,20822.4200612672,21562.16359097843,9502.705863614918,10003.442342932987,2248.0566404002225,4.922675769753925,0.1142105442359904
1808,35530.389332815175,20991.46691374496,23340.303416613384,9701.589871295022,1363.828000115277,4.333000538992058,0.2639097416206233,0.2489859007140293,38174.39735624656,27653.74878062535,25645.49529132417,14764.748327280096,4.62758787206637,0.2174569855102321,0.1617086166187367,0.1533346896994544,0.3354245638697115,28507.01455951862,24543.44054842674,25401.737853732007,12638.825376472829,2035.0533139242568,4.642729751803279,0.1944800397791515
1809,29375.959131971525,24809.19597812746,29475.553271312325,4688.204912298736,2030.2607158241133,4.43422570969727,0.2201470493732566,0.152864908017002,46452.616921023975,24058.181055412293,37702.723587499335,5541.307195933118,4.51078609819013,0.1616286869850056,0.1044548839116324,0.4040596530965883,0.1703790541214186,39517.22786844963,20745.73992899147,27753.9376672706,3537.869788667756,2084.759067486673,4.495035972903239,0.1649034796101778
1810,11896.100840684196,29230.80584888554,24326.7336283828,7812.348743966916,2809.4216014388494,4.555927002206299,0.0875208060716608,0.2806788480142384,23835.32967699705,27113.25366842772,20206.77644306683,7874.076764378278,4.572720919478641,0.1402973900928136,0.2353956083142052,0.2338162262353165,0.2820506394824548,25844.81727102602,22841.41740459172,14097.407276504391,6244.901075074916,2022.7053149149403,4.3411954634887895,0.2062747125878544
1811,7577.237564576208,42819.34652952596,11228.457997380066,12026.04885604772,1845.264828156249,4.244244545193911,0.0246710157121868,0.3636513399619998,15768.246174259217,36424.80773350585,10080.568302962423,12883.712165306628,4.680231441423108,0.0814799118890729,0.2471911031184133,0.1357940445827516,0.417009609892341,12349.040568934925,22947.53919278793,7270.516101019544,9742.729418493827,2067.766379219789,4.736717658731718,0.097094768397847
1812,18936.572659246805,40666.29629099118,12594.797375980388,12021.720080960931,2424.291331026151,4.410454138014877,0.1305457540684428,0.2098807621422128,13713.48045027562,47726.51960294298,16570.87997930571,14643.495559822824,4.464516639501324,0.0667555816859592,0.3397086981718206,0.2226053778497412,0.2298814381635399,9658.2192120883,40865.494426433695,11580.579513845014,10923.74891066865,2568.614148307825,4.392752475238699,0.0625435340718092
1813,43062.01456605381,18369.638155201814,13123.322683815888,12867.258771482642,2524.75366891427,4.677416535946724,0.2515976313906568,0.2989351893716543,33552.16338655077,19781.244432863943,10053.649826949046,13806.599085978132,4.961174531530018,0.1325258933834812,0.0932645366849455,0.191033991823253,0.3877050276468534,20492.820725619127,13353.392505787124,9447.7202672554,11871.767551682484,3506.873379344638,4.963528151077036,0.1059934469232194
1814,8517.147762515702,20938.2387956862,40955.709115968166,20928.15136580837,1780.7761135734418,4.638544365630684,0.0287503158588317,0.377301597661138,20820.785419216,28946.35186324963,36714.49614705353,19935.36765113355,4.691696449587827,0.0635373975093653,0.1775549595569873,0.317704562731315,0.3554377616206799,24178.66064253848,23661.57365396773,26516.45472646648,14858.596479444312,2808.938690017589,4.650819992300346,0.0756465930546933
1815,20031.328837462,30520.177006434336,16092.158702132188,7800.351439099127,2349.7688607159325,4.7128279505914605,0.103093810284183,0.3755213704329515,23589.083796278705,21348.6242465875,20074.36393529107,9940.947240768986,5.026834270807316,0.1195589173465915,0.1332794903080155,0.0825602604449917,0.4596732824061468,24161.95866832789,16297.24003977449,12164.276039173315,8164.677702195132,2992.361995204954,4.943436023618401,0.1700450249534773
1816,21540.751144881207,17701.499783713232,17500.997486142973,13167.80040790133,4048.9832530843833,4.800254289867777,0.0993332238458886,0.41580374399837,15534.618572368914,24921.11130595739,8374.688462671771,14466.345009482691,4.920778501335798,0.0451698572663014,0.2260294362538355,0.1279486948416954,0.4084583939816611,11881.405903380764,23772.23480394304,5306.4569239717885,11934.626744120453,2510.747513558222,4.8272267508465765,0.0861203926368728
1817,16782.557876941297,41237.00588338418,15366.48668287968,9946.523958143189,2227.078957352713,4.849978837149651,0.1142471168611154,0.4572774056583935,14776.453822986685,38028.41251950685,13164.938049250492,10185.78103439733,4.676309118409328,0.132395312573075,0.1888847339418388,0.1431407524011314,0.376385110363014,10217.258050181505,23923.00040540329,11020.65124974376,8272.8723519999,2522.289545430962,4.711393959081962,0.1221346202974612
1818,39309.4994677925,13209.5458063812,13191.537394688814,12198.251309033298,2533.972961373016,4.278669839915256,0.3814596098546532,0.3717869982128248,40450.00042150303,11934.469661959776,17779.43482643791,9213.886005900808,4.465847689740119,0.3315715080889074,0.0988000790226151,0.1944983200456047,0.3005860609812379,22842.57944567012,13545.508486262965,18075.4769014158,6030.4032226774125,2095.748130112441,4.448032530555694,0.235471816437695
1819,16662.347048999844,13660.614339373558,30128.27244779184,13726.881919308107,2013.188540820321,4.452978832531607,0.1087719218657132,0.4841580589923789,18436.767598362378,26574.8914179601,30966.80863942933,13975.37886237144,4.5923747942398805,0.1159993630090392,0.1460977186388918,0.2476345307654715,0.4080870739973312,18326.534852556684,24788.467936176152,22988.7170965331,10914.628613120944,2785.1685498285588,4.60647003649025,0.1330922649527834
1820,36472.53776174624,33819.522871041634,30305.07085216507,9009.702604235126,3590.104740143071,4.672589980612318,0.1924262166401217,0.3107046073796043,50817.892873819306,34057.55820294986,31660.48271965013,12553.95119311786,4.644312990125176,0.3064705738265284,0.0854176761589114,0.1886074417403152,0.2837065171869997,36684.38728276337,22963.324251107868,24838.534631727915,10277.980074149596,3242.5900628475515,4.636365793204499,0.300578930948797
1821,27624.755111964583,44346.71001187668,32934.644591687545,7821.2535684515715,3588.934364658267,4.3398555554059,0.0934199585132982,0.1768298764277223,35049.81986086065,48218.98107096923,32558.865295801337,7746.634899520553,4.373038618579644,0.0927816623362758,0.2418817346648834,0.3126522849150538,0.1816681133149509,33868.30139931966,39473.15368363163,26835.547863007432,6807.004226924794,3685.620169501293,4.370981662295101,0.108814653298607
1822,43847.76515457949,52604.25872599044,32126.94535052137,11633.045753855433,2342.95079047915,4.640966702730448,0.2469527607791358,0.3484412606581568,56508.93419469496,54176.993027954406,36925.70117017684,13658.01878787042,4.61782491367534,0.2871452529721712,0.1485946143074566,0.0940145983785769,0.3801638232720065,46967.286119805496,40600.9450004121,29251.75517292444,9491.99024793146,2115.2535997663813,4.54760076512132,0.2568274922388173
1823,56459.5470409374,27495.36734065072,23210.79077092826,10868.13928348546,4510.345926865831,4.595192039658054,0.275056655464068,0.2774373451266128,20327.105374425904,20751.57848577652,15886.300921519369,11068.89514202884,4.977266116482457,0.0384898377852763,0.0768286077071615,0.1244848596745194,0.4600896681937819,28398.423446553214,14449.242130158062,10460.237613149362,9133.71648215954,3837.258664460165,4.906891253756958,0.1932328257622899
1824,87173.86084856316,16717.91986141119,12717.974531347229,20912.066691611068,1772.6227524612736,4.27234136754117,0.256022772812004,0.3331168733370602,99562.03355326244,14998.130721740072,14638.353693766863,21890.571888467966,4.326474630847201,0.2596202914014428,0.0725142377710536,0.022853384139896,0.3583498245913133,77940.19372468075,10749.0839193785,12439.78395483274,16640.029606773744,1418.975110034311,4.36665569764082,0.2484286907620395
1825,73197.46319506488,37396.11784253838,45232.76961479648,18225.73763708812,1765.2060180475662,4.474197033332848,0.1731640717033158,0.2547019728409381,91516.37846555612,23413.267196160414,33320.04408552656,12884.26887308023,4.494139358236621,0.2603235654501358,0.1301542538727328,0.2566500578103796,0.216884978055082,64475.26343584014,16959.187685210774,22727.477876887144,10005.458990527362,1386.815144944667,4.497216888024427,0.2919381107269921
1826,69437.13781365362,36434.474654999474,43131.77821267324,17317.1304916465,2280.79159941074,4.321168659730698,0.3257480615576448,0.3069673736808476,73741.02495251203,34597.7675842373,28922.506387672303,15760.551280974369,4.20289037436964,0.3816226207224246,0.071826410757762,0.1498451330702321,0.2937391558188663,57230.32638025198,20201.80273110121,20141.293667963662,13207.444323165437,1451.4653072930712,4.252496567139285,0.3936287399079644
1827,76614.90860555127,26514.80438045624,34216.32432115321,14289.095849680763,2160.559579542095,4.285753864936611,0.3746347500753426,0.294817673468822,81732.37957283187,15242.4003698234,28315.61012123676,14007.028002513784,4.029903010404868,0.4611243688451342,0.0721737800401697,0.090552938508168,0.2667667027088956,63692.49924468117,13608.808133602655,21681.99058961202,10004.758284028989,1895.8639434699296,3.9853584855144586,0.4744920570272805
1828,69531.47913173126,27363.22917487921,45560.11266322894,12137.804461190726,3730.270629445686,4.457934119484181,0.2649062092196831,0.1638907172082821,64239.6845676925,43578.13704321415,46969.45553870866,10775.876837417549,4.470591203132186,0.292698616251376,0.1819832781216016,0.2120143365756121,0.1396619687922846,50069.8352672092,37719.73023832192,37298.87434595853,8371.616927968564,2818.1394579744315,4.481470243620878,0.3103077328917897
1829,52151.34704879569,50076.16915268148,36215.56195942928,16918.14425197717,3166.9254174374173,4.266100522400876,0.3155499928887837,0.1924863873544539,46051.33139880576,53142.89798663229,38048.30015336729,13553.745423896318,4.303318561573748,0.3005485729468871,0.2983863639938628,0.1238908768545122,0.1929052105439929,38281.92207693352,41686.03155801465,32030.374618092905,12005.357249982237,3161.98844733066,4.336340602642706,0.2729920570216633
1830,46166.43563483084,31031.86098130058,29023.94510422456,18301.101982766453,2154.31149251038,4.409330869939368,0.3054405903899346,0.248003595119715,46418.75335586544,33190.152716826764,25057.97574566916,13627.961435260597,4.464289780055024,0.3117406702094303,0.0816724988174735,0.2930786837974011,0.2793475860243548,37900.80369594544,31210.584035890264,18513.549462657928,9087.35237085184,1732.6957749842925,4.624111398339351,0.2916283002853218
1831,95132.86325240214,23549.9935072544,45319.77775881424,17355.222479821827,2704.8126021594408,4.30793021188877,0.2557094615773242,0.2966202200294666,79044.38772240997,26044.368563295782,45156.09978399359,14630.016763045553,4.184502797662575,0.30072739061815,0.0837756724696984,0.3393917747913034,0.2207500334294574,55161.29490106044,21113.2298902484,36110.0554160967,10284.442220402025,1929.773075252282,4.142415686028331,0.3061406511726822
1832,44502.86597567052,20206.563187375992,27844.698323307948,12292.33697444496,2201.5419804469234,4.578240066704281,0.2987480125535682,0.2752929916950428,37135.46359786915,14719.23851140087,21670.199860531287,8287.514113049787,4.209423289602309,0.2964345343725798,0.1592781813395055,0.200190542991365,0.2515786659650025,35609.46429145536,12288.217321285792,19346.731241000456,6570.525485033943,1461.320299813489,4.340945165338852,0.2975987804607075
1833,92669.28108539528,29849.929024332825,17427.846859785506,13710.901720345626,2502.258789431616,4.562604869521414,0.3434908484779382,0.3248276477189806,90478.7309718887,47108.40804689746,16168.031401182345,12304.407481352586,4.535237849679807,0.3596053971438304,0.1905805731378959,0.0460776541851473,0.2729588371521382,69468.2941413188,40410.39304326589,14674.251971606029,9622.070350840757,2623.98944175188,4.523387229359377,0.3591134375677268
1834,46595.46086991276,15518.892888932349,19558.73636826544,10492.232032712584,2546.830276118898,4.464341527340263,0.3997419272662682,0.2859511412757907,28730.094897416195,15284.44248992312,16392.18611561714,7503.26746206567,4.535303392509695,0.2755913509659476,0.1287062779560775,0.203430376060495,0.3149460280141027,20853.592531100243,18316.58802162205,12275.274249775126,6496.855550249672,1592.0858337376394,4.619997545701763,0.1663184942350227
1835,42916.88537853456,50717.08007917969,29426.08237172866,15714.85709765662,1560.0578912564583,4.790126586090024,0.0608415983629467,0.4451435982586071,17857.383896344585,27306.46779699765,26408.624497507262,10706.149167540258,4.626556300658004,0.0250424168140981,0.1551189277560049,0.2725604638386159,0.4966570952843929,9725.152602382715,17987.791270131907,15978.107575834694,7504.847628558774,1604.6038830899795,4.733231050277601,0.0523580370700851
1836,33269.72342729936,28971.10570866012,33114.65902692192,14622.02592929051,2230.528531055042,4.624622107859602,0.1057605682691066,0.3372256930866642,17240.302912998646,20966.82161485095,23775.12060231593,8052.942958645747,4.620864081637249,0.0797722125858274,0.2171504925040567,0.2236212578501549,0.2888950847094828,17888.315102134642,15242.006367068,13349.81772450375,6045.3292887068565,2592.516814091149,4.680835346922795,0.1188432265948077
1837,60098.78093130316,16347.04837815868,56777.77701843358,13123.48830786348,1645.8598981459788,4.355731189158089,0.3590631635913792,0.2854656533333587,14776.692616992654,30488.70948028445,52417.847488984095,9164.19098560159,4.27309599494188,0.1001414061061506,0.2489932951942792,0.3939325761119341,0.2226473326049511,6799.334518595028,30929.636331089376,38634.14901713141,6237.292298863813,1623.793600958718,4.201296565472717,0.0284615700637968
1838,62678.396342618944,31729.944557465777,34092.018920318435,15146.707691600168,3529.0281046497903,4.709362450693757,0.1403235952327539,0.3361076887635958,59125.69865034296,11063.931935261466,14330.642103081716,9294.821826579187,4.712104823168335,0.234256603255557,0.1406566381868083,0.1596235752356319,0.3076076375821767,50216.2392417114,6943.994088400066,8729.439335861738,7061.88118758207,2420.06728240504,4.623893512160548,0.2844966186403266
1839,64771.68554766393,24248.220989386584,42329.299565565474,13989.127110740212,4063.852760398329,4.546329046167611,0.2595146252121114,0.2728728252642473,68880.42820867599,18751.94560719095,29827.45669003122,11707.158449991006,4.6030943763400085,0.2963193820305486,0.0852672376556929,0.2347596227842816,0.2655482170060589,53000.732134392216,16670.376694658324,18066.711009744693,9936.513812772151,3205.2197595638254,4.807164501416458,0.2598504963909532
1840,24966.2173013499,35674.328640901134,48462.14667572718,12956.003827853156,2736.4089553223457,4.502234833040698,0.2069877035151288,0.4141661713774043,31888.52688751584,19341.87561131665,19375.378699640125,6718.106858672342,4.52334548460242,0.3202904783270927,0.1325346264559427,0.150139679943897,0.2828410635596946,33981.11216110222,16257.62375231628,13097.884171010826,4500.110125810524,2829.694820222225,4.44428761311976,0.3492079724597321
1841,52040.9201198926,24727.24232372492,34822.69262151996,11893.447758414924,1910.461788323939,4.494695886913066,0.2187570466915591,0.2777327642875448,43971.34005025837,24583.58085236514,25986.76510085264,11540.62880955393,4.667977321713781,0.1935453703656549,0.1241349649831755,0.1325129410969593,0.3860075215993184,36818.11424467158,17419.107131437722,19789.85422388096,11204.510445064252,1658.03717952607,4.6208200926610585,0.2440818271193547
1842,67813.49902991066,22784.40963457217,29766.91025545356,10205.474648073485,2953.988438890181,4.200462273062098,0.3514581240951008,0.3339074186251182,64055.95365190826,26311.84206151952,24320.15264311517,8676.344366314886,4.532333020422431,0.3118308302674787,0.1403533103464022,0.1742535055164283,0.3135840307069149,54496.42919435494,24369.33486251257,19988.721104930857,7251.612670167672,3199.41879892564,4.7081693267978855,0.2709167395605317
1843,17431.442621160277,36397.0643354355,23073.89136275487,10321.827138012612,2474.872479200176,4.817293228552452,0.093078119898272,0.2841376332500769,10482.014983373452,30126.27986193254,11549.430309455412,5471.464192157972,4.655744043567103,0.0688058487723495,0.3414630844732175,0.2000326095580556,0.1976517198581922,11025.825267179269,29530.4268070683,10152.479054188583,3403.893804326846,2028.229809752036,4.441063600494457,0.0457103405492022
1844,40846.84062377903,33829.55974865397,53531.84372586879,20468.63791897457,2469.0644901661667,4.587785636843581,0.1891928313975488,0.4189286032447165,19132.97965499317,34548.661722274184,34409.08837841908,13924.86667948673,4.722026412359889,0.1013337241069126,0.0441221283543547,0.2085145368687925,0.4549820217289905,8451.895633351553,25530.46851543271,23663.51626403243,10882.261813136976,2941.95764339162,4.798876098795319,0.049018098224122
1845,46419.541431297024,40033.031857777394,22505.086414134978,16457.173743617925,3401.031334252464,4.65877438680831,0.1042281194810915,0.3700144750504544,20299.88998488373,24378.30196352552,11665.685683494672,9315.694483348794,4.840558528919845,0.0624711065643215,0.12390178131782,0.2567126932125081,0.3918795540529985,17870.851979962266,20143.79684959004,7805.047347433763,7065.152013566884,2247.5662414573007,4.871607182112812,0.1112394305435036
1846,97086.4775853944,18355.257787269635,20851.56226520349,14688.86825360748,2776.377072521328,4.464101368190114,0.2743275627677552,0.3026369091897256,89349.3975938074,22131.78934794724,19746.31005759644,9267.078394098038,4.342360408553489,0.2783398527138903,0.1671590223668446,0.2109421309966181,0.2065471943117077,67600.60166294168,18128.1759187192,15880.874644472471,7119.773221715522,2292.7788811516098,4.382973523966121,0.2730626421105112
1847,65945.32704299713,51515.79815688658,38725.65417933315,17533.991042338814,2296.593360705536,4.330291178439837,0.3100050184049061,0.1639222818714996,72218.1457986564,41264.81825613311,21367.754917932365,16711.884815604513,4.30107170613995,0.3646334431184728,0.1931567214517732,0.1208309680916088,0.2266741971399757,58411.10816517937,27133.970133734663,12714.50235617372,12464.839078799654,1587.7151319753957,4.212582027455349,0.4374188892326667
1848,57110.86307518166,42819.44281179582,31860.32047068425,15270.396337957303,2764.4539444875604,4.807927723629326,0.2339001159433913,0.3068901645555484,67610.0187075121,23983.27585761893,20419.17800600598,10531.254618411018,4.485840643319192,0.3476046295367679,0.1553122762860077,0.1447250333263929,0.2111456750435913,52740.55035879224,16360.83577804532,14581.293620724911,9975.998543574357,2057.061196853916,4.575721347565253,0.3362923855358476
1849,32653.75794630668,41846.47877847099,78779.25748367302,12530.881608550762,2464.7392450276893,4.507116382301186,0.0582165079238459,0.2254374206251287,31990.606313910208,38004.7439726068,46686.43498559401,7352.168833761538,4.577451406702591,0.0443794751513434,0.1384088276779893,0.2990744820759865,0.2523146994439805,23997.11305518204,29382.486122266688,27036.59848877876,5884.692177274278,2571.518956876165,4.738704432105778,0.0595609925461108
1850,39647.82779828871,31329.82277905815,25948.910407131098,19094.188505500893,9327.564494267464,5.015552972557078,0.1737340751763325,0.3382846798050238,44820.04351080098,27622.901179995,15755.415178151392,14839.442060928746,4.846214936920492,0.181723560050502,0.0877379184637284,0.0752474074213907,0.2454200251713273,39120.53954679711,22294.72232111362,17451.88831333445,12483.222151997568,10522.28876053194,4.86042556747464,0.1629022359226362
1851,10740.98275297107,41547.79017676465,7222.580565043831,13873.363928600538,4873.567481545128,4.79639671998616,0.0438608610879794,0.3852611328968208,17565.869074215934,26032.933059552022,5840.453266955138,13558.535470339964,4.870381489420386,0.0943286988736015,0.1331501355723686,0.0442495244801483,0.4030082356649141,20661.10295531826,21381.4419464196,7602.922929348195,14269.39099573954,5109.275876227629,4.926853681509179,0.1098056907776608
1852,29839.236484570527,18697.096407504283,23427.62928487631,20686.728602683605,4101.56473180073,4.856181728731749,0.1120927569708529,0.5857312389343213,21892.408153714936,16955.86111766201,13909.339015566644,17805.46884545537,4.945135987033727,0.0860620729482154,0.0574826776346018,0.0999247167189649,0.5377660194582793,23614.76183232148,19255.06185834728,14485.250231845312,17714.7549048738,6655.147035422192,4.943712774118071,0.0758946880766247
1853,38850.79214089624,20430.113453072445,28557.66944140868,19482.337291890097,5791.071133317942,4.567638884389017,0.2136527266966099,0.4025607640952689,36009.62545126539,17915.051343172472,21219.59944628665,17438.756223246237,4.626854671217539,0.1900437111036081,0.0429022713306961,0.0870560574471236,0.3973335734486139,30385.74138098431,14139.926340191852,18376.802556957064,15340.524522926697,5760.185981148255,4.734920362047354,0.1618696975178142
1854,25427.554065324093,12906.2147892504,14233.984523186038,26777.62796755606,6729.413534212158,4.851362801316223,0.0674253232231153,0.5878258183662654,23067.020062988428,20102.98433388758,12988.34973817596,21311.33738155158,4.834271950242603,0.1674262588936899,0.0615544298154956,0.0497822106209571,0.4787575807906808,27119.337669171524,19688.63690314462,12804.26192796226,18571.468058788523,5868.144976169829,4.771414370314548,0.2315381333999812
1855,38211.05138820855,35279.15917640344,32712.80990307385,24454.12744164248,7986.901175021098,4.737665551094035,0.085065765067164,0.4530275224868052,36131.355047860896,51785.782351538655,21279.80553873968,14969.278506547227,4.809810219534308,0.0669188511024972,0.1131232037890989,0.1384751587793811,0.3642344580076653,37658.9425564792,48987.60477365066,15493.331831326404,13784.113671531692,8135.884140229256,4.957626965563411,0.1088408954493626
1856,36592.26386733855,24370.090916100213,31415.85087092029,14155.884623054131,4966.614472200064,4.884873445994364,0.1557629172504634,0.3726403676007462,35920.005652941014,19706.81804162732,27159.57096510853,12465.23344770135,4.843509027507614,0.081259202038899,0.1303496246836419,0.3165485682505724,0.3773706109505385,35605.37878081905,16088.308579556371,22279.891734381414,13209.899156643738,4483.788441289332,4.828762156325368,0.0493161514699268
1857,30536.63706096553,24136.197526428623,23080.079358897103,16001.043922628489,5022.353147244144,4.810110483064454,0.1654789248915817,0.2990854041552287,25098.61754629049,22619.941427909893,18369.62150711436,15096.645040792915,4.858486780267239,0.1083780054667005,0.1638765947838039,0.1489521231264054,0.3317986274635281,22449.95826315246,23555.17380741514,16141.247370111892,12979.819393711356,6604.019985069466,4.772656978399322,0.1071403298425359
1858,31534.862423238086,46722.666411777485,16929.209424292058,13801.014132365875,4494.581504226351,4.7592255249367375,0.0817237223186986,0.3482928991109201,31436.85520769896,38168.17904821733,6576.717097911317,13383.541314481789,4.767662334740753,0.077748464142876,0.3028308121809552,0.0565608322032631,0.304513368047223,29470.899574671723,31192.79217884836,5867.600851303981,11936.242327772436,4295.875302453215,4.810223602607376,0.0725747429223354
1859,39750.94108001623,26016.39807666596,21502.33103155502,17370.203543220498,7244.047931143597,4.892283987115255,0.2365415891421975,0.3142013539051844,40306.60739144361,16506.451784867008,24494.63975837271,13640.797001810948,4.916427335036233,0.2573447961411519,0.1478862556938117,0.1539540485495305,0.2772603506767094,38659.0224241917,19721.455416322897,26424.293842229523,12592.196361979695,6723.049834920518,4.872931746721699,0.2594793270166105
1860,26566.89322320545,39328.61596756355,17764.081083560515,20072.210720635325,5878.154696365593,4.848702618941033,0.1264487265750764,0.398936584927975,34677.78337525634,25318.53843645586,12695.171309611096,16045.233178270186,4.772198729065334,0.1585673220621828,0.17132663082358,0.0829644779582216,0.4255388106762209,29646.6800417754,17064.442584193042,13273.838932938615,13939.61647881597,5215.014687917242,4.806512660974443,0.126117994152697
1861,13867.60374896564,36056.506404906126,26351.225136745896,11740.89010560698,6516.7014160552135,4.985039587405755,0.0417706058963028,0.3172805184068619,7744.283658502238,22905.66161226569,17862.393789054368,14510.404947367457,4.832854197625443,0.041546551438913,0.2550484151667689,0.2040866624654601,0.323327298178855,18691.611649943014,20801.737307873776,15343.10597867584,14867.079365877073,4112.660461446068,4.725671221532207,0.0623522601578827
1862,45482.07934989008,23115.13585640086,20783.195807171505,12226.0567826697,2231.9308673334986,4.777586606534493,0.208599141320035,0.3780027050500283,36682.647849338886,23140.21109255693,15329.565178491424,11518.696282042052,4.818237435907848,0.1982439360388422,0.188661478533894,0.0938408915870378,0.341822435900618,29587.894831061338,23292.351345459065,16854.071667053922,11923.56363278679,3365.4651298525446,4.967859121920034,0.180385197356254
1863,42127.922339080695,17516.425508327604,20274.56905953984,18182.92197099942,4569.552142454196,4.810780003285022,0.2259793033168169,0.4123778866814599,15461.60145870484,17832.170885196774,17264.333759399982,15907.675898965756,4.982853126604498,0.0774337619672259,0.1631301367133148,0.1371259962113948,0.4659169111076178,11104.259201413966,17527.141130103773,11783.38272609282,13871.384716824394,5471.622720559059,5.013715979863475,0.0703754611274848
1864,32692.81462576017,42478.17963713237,26942.733267962514,13344.55200855669,6022.318550406245,4.780212561943273,0.0904213285427457,0.2858201657232749,47647.43483643866,15058.058637729602,13188.170111934736,14685.267290868322,4.713542310052046,0.1859963183297986,0.1101168306656018,0.1096180501224612,0.3266059784793134,46939.651730792575,11599.417692545108,11263.289453088468,15348.163867527455,5821.41702666699,4.847261687133679,0.1863959681344461
1865,30003.92886363753,22021.8157341222,30343.38615120281,13785.185738274133,5004.152096455968,4.740601173262313,0.1481707628925026,0.2841315838154585,27929.54053951523,8892.261897350503,20668.836659014265,10696.34046847264,4.787644067166029,0.2251767633287925,0.0785391188977149,0.1946056720620768,0.3145999960308571,25608.608671361693,9896.196181887122,13634.918452404634,11630.057340756706,4616.347106570205,4.806556615776501,0.2311073488451026
1866,21733.806230353337,34581.24502462162,24868.2001652162,12097.56066887205,5637.225922733303,4.964560484912988,0.061822952193706,0.4451680954437887,25982.62551770194,21480.280127443693,12972.348354449265,13080.383201876615,5.007832477711363,0.1217893477448032,0.2108493066608281,0.0564608011144887,0.4410252742864249,24380.47533329481,15195.054244542664,10302.411521061082,13650.358933925065,4122.851605482907,4.96578208549453,0.1595905715455688
1867,55342.148043107365,28845.15183891022,16609.224948555642,11343.364768733529,5807.149936540923,4.705950868516545,0.294058629931592,0.2401522772466052,47938.681130324185,22905.59744554813,11803.470834298632,11485.982623612954,4.850632237235848,0.2303268552993348,0.0908618769752831,0.0874879358679618,0.2473081353185292,44522.94822566293,24577.07281709518,16205.376074982363,10252.836137160664,6090.795097046863,4.843510299301266,0.2038361075758123
